,Name,Symbol,Exchange,Sector,Industry,Last,Chg. %,Market Cap,Vol.,P/E Ratio,"MACD (12,26 / 1D)",Revenue,Average Vol. (3m),EPS,Beta,Dividend,Yield,15 Minutes,Hourly,Daily,Weekly,Monthly,Daily,1 Week,1 Month,YTD,1 Year,3 Years,1-Year Change,Dividend Yield (%),P/E Ratio (TTM),Price to Sales (TTM),Price to Cash Flow (MRQ),Price to Free Cash Flow (TTM),Price to Book (MRQ),Price to Tangible Book (MRQ),EPS(MRQ) vs Qtr. 1 Yr. Ago,EPS(TTM) vs TTM 1 Yr. Ago,5 Year EPS Growth,Sales (MRQ) vs Qtr. 1 Yr. Ago,Sales (TTM) vs TTM 1 Yr. Ago (TTM),5 Year Sales Growth,5 Year Capital Spending Growth,Asset Turnover (TTM),Inventory Turnover (TTM),Revenue/Employee (TTM),Net Income/Employee (TTM),Receivable Turnover (TTM),52 wk Range - High,52 wk Range - Low,% Change from 52 wk High,% Change from 52 wk Low,Previous Month % Change,Gross margin (TTM),Gross Margin (5YA),Operating margin (TTM),Operating margin (5YA),Pretax margin (TTM),Pretax margin (5YA),Net Profit margin (TTM),Net Profit margin (5YA),Quick Ratio (MRQ),Current Ratio (MRQ),LT Debt to Equity (MRQ),Total Debt to Equity,Dividend Yield 5 Year Avg. (5YA),Dividend Growth Rate (ANN),Payout Ratio (TTM),ADX (14 / 1D),ATR (14 / 1D),Bull/Bear Power (13 / 1D),CCI (14 / 1D),Highs/Lows (14 / 1D),ROC (1D),RSI (14 / 1D),STOCH (14 / 1D),STOCHRSI (14 / 1D),Ultimate Oscillator (14 /1D),Williams %R (1D)
1215,Msci,M1SC34,BM&FBovespa,Financial,Capital Markets,59.32,-0.27%,-,28.00,50.07,1.69,2.22B,1.69K,10.44,1.10,4.39,-,Strong Sell,Strong Sell,Neutral,Strong Sell,Strong Buy,-0.27,-3.43,7.80,-25.16,-24.07,-,-25.93,0.67%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80.32,45,-26.15,31.82,2.75%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83.22,1.82,0.33,-65.40,-1.03,7.80,53.88,43.59,0.00,49.62,-80.56
1216,Ascendis Pharma AS,A1SN34,BM&FBovespa,Healthcare,Biotechnology,39.78,0%,-,0.00,-13.97,1.67,33.18M,637.00,-8.56,0.54,-,-,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Buy,0.00,0.00,-1.14,-21.23,-25.83,-,-25.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.5,22.44,-25.64,77.27,-0.15%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63.43,1.01,3.06,94.76,1.00,13.88,60.95,74.68,44.20,68.57,-9.41
1217,Truist Financial,B1BT34,BM&FBovespa,Financial,Banks,213.99,0%,-,0.00,10.65,-15.78,22.44B,4.19K,4.40,1.07,7.31,-,Neutral,Sell,Strong Sell,Strong Sell,-,0.00,0.89,0.89,-32.24,-32.01,-,-32.01,3.42%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,370,209.75,-42.16,2.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85.76,15.27,-79.65,-160.79,-27.92,-26.86,33.39,51.08,21.70,30.89,-95.67
1218,DISH Network,D1IS34,BM&FBovespa,Communication Services,Media,73.3,0%,-,0.00,5.06,-15.80,17.09B,156.00,3.63,1.81,-,-,Neutral,Strong Sell,Strong Sell,Strong Sell,Strong Sell,0.00,-10.94,3.09,-60.08,-59.11,-,-59.99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,193.93,71.1,-62.20,3.09,15.75%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82.71,5.49,-19.10,-118.98,-11.95,-22.75,32.70,37.96,54.53,35.83,-93.71
1219,United Airlines Holdings,U1AL34,BM&FBovespa,Industrials,Airlines,119.4,0%,-,0.00,-18.30,4.79,20.63B,339.00,-2.31,1.35,-,-,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Neutral,0.00,3.04,12.72,-2.40,-3.62,-,-3.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,135.61,79.14,-11.95,50.87,-0.15%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.24,3.35,7.87,106.94,3.06,3.48,62.40,66.23,35.15,56.63,-1.61
1220,Host Hotels Resorts,H1ST34,BM&FBovespa,Real Estate,Equity Real Estate Investment Trusts (REITs),91.71,-0.29%,-,25.00,15.87,-0.10,4.49B,508.00,1.13,1.26,1.71,-,Strong Sell,Sell,Sell,Neutral,Neutral,-0.29,-4.90,7.84,-7.36,5.16,-,5.16,1.87%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,105.23,79.69,-12.85,15.08,15.67%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.39,2.36,-0.71,7.61,0.00,-0.88,49.47,73.41,48.16,59.90,-50.00
1221,Johnson Controls International,J1CI34,BM&FBovespa,Industrials,Building Products,345.45,-0.2%,-,6.00,30.53,12.30,18.57B,23.00,2.20,1.20,5.35,-,Strong Sell,Neutral,Neutral,Strong Buy,Strong Buy,-0.20,-0.40,4.33,-23.99,-21.48,-,-22.42,1.55%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,461.7,236.93,-25.18,45.80,15.04%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.81,5.82,-3.29,-108.56,-6.46,-2.76,56.20,24.03,0.00,41.61,-94.53
1222,Masco,M1AS34,BM&FBovespa,Industrials,Building Products,218.5,0%,-,0.00,11.88,34.55,6.76B,4.00,3.68,1.16,4.02,-,Sell,Sell,Strong Sell,Strong Sell,Neutral,0.00,0.48,0.48,-24.75,-24.75,-,-24.75,1.84%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,269.4,217.46,-18.89,0.48,-15.55%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.91,19.36,-109.34,-170.31,-71.88,-17.97,46.12,30.25,64.76,27.82,-100.00
1223,NortonLifeLock,S1YM34,BM&FBovespa,Information Technology,Software,123.8,0%,-,0.00,24.06,-1.70,2.87B,84.00,1.02,1.00,1.75,-,Strong Buy,Buy,Neutral,Neutral,Neutral,0.00,0.00,8.08,-10.47,-10.47,-,-10.47,1.41%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149.98,111.32,-17.46,11.21,8.08%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71.88,4.33,3.43,5.43,0.00,6.37,50.73,35.88,43.33,49.56,-62.11
1224,Synchrony Financial,S1YF34,BM&FBovespa,Financial,Consumer Finance,181.02,-0.43%,-,1.00K,5.60,4.22,8.87B,121.00,6.38,1.61,3.30,-,Neutral,Strong Sell,Strong Sell,Sell,Neutral,-0.43,-4.37,-2.48,-30.16,-32.21,-,-32.21,1.82%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,274.15,144.65,-33.97,25.14,1.25%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,81.28,10.40,-10.10,-75.45,-7.26,0.20,49.15,38.43,0.00,30.40,-81.57
1225,Borgwarner,B1WA34,BM&FBovespa,Consumer Discretionary,Auto Components,228.57,0%,-,0.00,-,3.17,15.35B,139.00,3.45,-,2.44,-,Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,0.00,0.40,20.71,-9.67,-14.19,-,-14.19,1.07%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,278.37,169.12,-17.89,35.15,15.89%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.03,8.66,42.76,127.33,31.75,23.04,61.99,80.91,96.16,72.00,0.00
1226,CBRE Group,C1BR34,BM&FBovespa,Real Estate,Real Estate Management & Development,399,0%,-,0.00,11.67,-20.42,29.43B,59.00,6.16,1.37,-,-,Neutral,Neutral,Buy,Neutral,Neutral,0.00,0.00,12.52,-35.68,-27.50,-,-27.50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,620.37,354.6,-35.68,12.52,5.93%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74.06,11.10,26.93,52.63,13.68,-2.59,48.81,42.69,90.31,55.61,-19.29
1227,General Mills,G1MI34,BM&FBovespa,Consumer Staples,Food Products,451.17,0.48%,-,502.00,16.82,18.36,14.28B,630.00,4.79,0.31,7.75,-,Neutral,Strong Buy,Strong Buy,Strong Buy,Strong Buy,0.48,1.84,14.22,20.54,23.54,-,23.54,1.72%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,453.5,309.96,-0.51,45.56,6.17%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.24,9.13,31.94,95.30,16.79,14.38,62.44,84.74,94.29,68.99,-3.92
1228,BTG PACTUAL INFRAESTRUTURA DIVIDENDOS FUNDO DE INV,BDIV11,BM&FBovespa,Financial,Capital Markets,103.81,-0.3%,-,585.00,-,-0.16,-,8.80K,-,-,14.10,-,Strong Sell,Strong Sell,Sell,Buy,Strong Buy,-0.30,-0.87,0.31,10.60,13.45,-,14.08,13.58%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,115,87.03,-9.73,19.28,0.41%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70.55,0.88,-0.00,-3.33,0.00,0.30,47.91,59.35,17.11,47.44,-76.77
1229,HSI Log I FI Imobiliario,HSLG11,BM&FBovespa,Financial,Capital Markets,87.56,0.05%,-,3.55K,-,-1.47,-,6.38K,-,-,8.40,-,Strong Buy,Strong Sell,Strong Sell,Strong Sell,Neutral,0.05,-1.56,-5.47,-2.89,8.63,-,11.72,9.59%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98.99,78.75,-11.55,11.19,-5.72%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35.25,2.54,-2.98,-50.25,0.00,-0.57,40.12,50.27,63.72,40.38,-68.30
1230,GDS Holdings,G1DS34,BM&FBovespa,Information Technology,IT Services,9.28,0%,-,0.00,-8.99,-1.36,8.98B,1.80K,-9.11,0.65,-,-,Strong Buy,Strong Buy,Buy,Strong Sell,Strong Sell,0.00,19.28,95.37,-63.49,-70.26,-,-70.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31.2,4.75,-70.26,95.37,-49.22%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.88,0.84,2.78,163.15,1.74,58.36,48.77,39.92,100.00,62.14,-14.97
1231,Novo Nordisk AS,N1VO34,BM&FBovespa,Healthcare,Pharmaceuticals,81.8,-1.4%,-,38.00,38.52,3.06,164.48B,1.58K,23.24,0.32,0.25,-,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,-1.40,0.04,10.03,5.77,5.63,-,5.77,0.31%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83.44,60.72,-1.97,34.72,14.99%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36.51,1.44,5.54,92.26,3.13,5.20,66.87,83.10,69.07,70.84,-12.25
1232,BB Fundo de Fundos FI Imobiliario,BBFO11,BM&FBovespa,Financial,Capital Markets,67.06,0.07%,-,10.15K,-,-1.60,-,2.99K,-,-,7.20,-,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Strong Sell,0.07,-2.67,-8.07,-4.83,7.99,-,6.77,10.74%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79.47,60.67,-15.62,10.53,-5.57%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.00,1.71,-2.96,-150.65,-1.01,-5.13,22.64,43.23,5.33,52.61,-82.23
1233,GlaxoSmithKline,G1SK34,BM&FBovespa,Healthcare,Pharmaceuticals,38.4,-4.48%,-,1.13K,12.39,1.24,28.58B,2.19K,3.41,0.32,47.07,-,Strong Buy,Strong Buy,Strong Buy,Buy,Neutral,-4.48,6.79,14.15,-21.46,-19.50,-,-18.95,122.59%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.83,30.69,-33.60,25.12,2.69%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.77,0.96,3.83,209.73,1.87,13.78,62.70,43.62,39.83,63.70,-33.40
1234,Infosys,I1FO34,BM&FBovespa,Information Technology,IT Services,51.13,0%,-,0.00,26.25,-0.35,8.44B,109.00,0.71,0.73,0.88,-,Neutral,Neutral,Neutral,Strong Buy,Neutral,0.00,0.00,4.41,-27.99,-21.72,-,-20.10,1.73%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72.2,40.41,-29.18,26.53,4.41%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.85,1.50,1.04,59.47,1.22,12.57,50.14,88.03,62.52,68.14,-15.72
1235,PagSeguro Digital,PAGS34,BM&FBovespa,Information Technology,IT Services,9.17,-4.28%,-,41.49K,13.06,-1.22,13.97B,39.58K,4.26,1.52,-,-,Neutral,Strong Sell,Strong Sell,Strong Sell,Strong Sell,-4.28,-8.94,-29.19,-69.82,-70.73,-,-70.23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,8.95,-72.21,2.46,-22.9%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.50,0.86,-2.81,-127.73,-1.39,-26.11,30.15,24.10,0.00,34.89,-95.64
1236,Rio Tinto,RIOT34,BM&FBovespa,Materials,Metals & Mining,365.76,-0.53%,-,77.00,5.53,15.37,44.98B,921.00,10.93,0.56,13.46,-,Neutral,Neutral,Strong Buy,Strong Buy,Strong Buy,-0.53,1.48,21.15,10.02,14.37,-,12.71,3.68%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,388.48,268.1,-5.85,36.43,29.54%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.63,7.11,17.69,92.56,6.05,4.65,68.98,60.08,56.44,58.08,-27.93
1237,Perrigo Company,P1RG34,BM&FBovespa,Healthcare,Pharmaceuticals,204.34,0%,-,0.00,-49.35,-,4.40B,30.00,-0.80,0.85,3.87,-,-,-,-,-,-,0.00,0.66,0.66,2.13,2.13,-,2.13,1.89%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,222.96,202.75,-8.35,0.78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1238,Tractor Supply Co,T1SC34,BM&FBovespa,Consumer Discretionary,Specialty Retail,62.82,-2.67%,-,39.00,24.38,2.14,6.29B,9.01K,9.27,0.91,6.39,-,Strong Sell,Sell,Strong Buy,Sell,Strong Buy,-2.67,-2.67,-0.19,-15.35,-10.69,-,-12.80,1.13%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74.21,45.02,-15.35,39.54,2.54%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.06,2.19,3.43,68.74,2.99,18.80,56.16,74.86,59.12,64.38,-29.81
1239,Quest Diagnostics,Q1UE34,BM&FBovespa,Healthcare,Health Care Providers & Services,389,0%,-,0.00,14.02,5.74,10.46B,75.00,10.47,1.01,4.73,-,Neutral,Strong Buy,Strong Buy,Strong Buy,Strong Buy,0.00,0.36,5.65,-18.45,-12.87,-,-12.87,1.22%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,490.5,308.86,-20.69,25.95,5.27%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78.10,12.80,39.91,98.30,27.70,18.83,60.70,92.74,94.91,78.15,-3.37
1240,Dover,D1OV34,BM&FBovespa,Industrials,Machinery,346,0%,-,0.00,15.81,-22.18,8.39B,77.00,8.11,1.33,3.45,-,Neutral,Neutral,Neutral,Neutral,-,0.00,0.37,0.37,-32.55,-29.47,-,-29.47,1%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,518.44,306.62,-33.26,12.84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.78,14.10,-26.69,-15.51,0.00,-17.43,41.03,59.83,100.00,56.26,-55.25
1241,Leggett Platt,L1EG34,BM&FBovespa,Consumer Discretionary,Household Durables,183.24,0%,-,0.00,-,2.35,5.28B,41.00,2.66,-,6.37,-,Buy,Neutral,Buy,Sell,Sell,0.00,-6.55,10.01,-18.66,-22.49,-,-25.66,3.47%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,241.27,161.1,-24.05,13.74,11.59%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.35,5.38,1.64,42.05,3.78,13.74,51.05,79.11,50.59,62.49,-43.50
1242,Northern Trust,N1TR34,BM&FBovespa,Financial,Capital Markets,240.75,0%,-,0.00,11.48,18.73,5.17B,20.00,7.36,1.07,5.35,-,Sell,Strong Sell,Sell,Sell,Neutral,0.00,0.00,-7.11,-13.45,-13.45,-,-13.45,2.22%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,366.3,240.75,-34.28,0.00,-7.11%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83.83,16.44,-53.60,-98.75,-40.95,-13.45,45.06,25.98,0.00,29.12,-100.00
1243,Public Storage,P1SA34,BM&FBovespa,Real Estate,Equity Real Estate Investment Trusts (REITs),308.46,2.49%,-,451.00,11.93,-4.52,4.06B,712.00,24.76,0.39,5.57,-,Strong Sell,Strong Sell,Neutral,Strong Sell,Sell,2.49,-1.44,11.07,-26.21,-20.09,-,-20.09,1.81%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,422.78,275.09,-27.04,12.13,3.02%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.27,9.78,-7.53,15.10,1.31,2.99,46.34,57.37,81.94,46.98,-29.70
1244,Rollins,R1OL34,BM&FBovespa,Industrials,Commercial Services & Supplies,226,0%,-,0.00,59.87,2.28,2.09B,108.00,0.70,0.65,1.87,-,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,0.00,0.00,21.97,22.23,23.50,-,23.50,0.83%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,226,154.23,0.00,46.53,21.52%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36.28,12.92,67.53,157.15,38.71,10.26,63.12,52.21,100.00,75.66,0.00
1245,Ameriprise Financial,A1MP34,BM&FBovespa,Financial,Capital Markets,420.84,-0.08%,-,13.00,13.68,10.43,13.58B,92.00,24.54,1.47,4.50,-,Strong Sell,Strong Sell,Neutral,Strong Buy,Strong Buy,-0.08,-2.40,3.38,0.77,2.26,-,0.25,1.07%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,451.37,299.95,-6.76,40.30,7.45%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.88,5.77,-9.70,-111.79,-12.08,-1.67,52.13,17.75,0.00,25.82,-100.00
1246,Avery Dennison,A1VY34,BM&FBovespa,Materials,Containers & Packaging,429.6,0%,-,0.00,17.26,-12.17,6.74B,4.00,9.96,0.97,5.42,-,Strong Sell,Strong Sell,Strong Sell,Sell,Sell,0.00,0.47,0.47,-25.82,-29.71,-,-29.71,1.26%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,579.13,384.76,-25.82,11.65,-2.62%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80.99,18.88,-29.31,-87.55,-14.68,-5.81,45.24,53.99,40.32,42.38,-60.83
1247,Broadridge Financial Solutions,B1RF34,BM&FBovespa,Information Technology,IT Services,194.68,0%,-,0.00,32.14,-3.70,5.27B,309.00,4.46,0.94,2.60,-,Neutral,Neutral,Sell,Neutral,Sell,0.00,0.00,16.67,-19.64,-19.64,-,-18.71,1.34%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,242.27,166.33,-19.64,17.04,-1.6%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.65,12.12,-9.11,-7.04,-1.91,3.66,47.72,44.77,51.52,43.02,-51.43
1248,Eastman Chemical Co,E1MN34,BM&FBovespa,Materials,Chemicals,233.3,0%,-,0.00,9.06,-2.79,10.90B,4.00,9.23,1.48,5.55,-,Neutral,Strong Sell,Neutral,Neutral,Neutral,0.00,0.00,15.84,-22.84,-22.84,-,-22.84,2.38%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,334.89,197.69,-30.34,18.01,15.84%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.31,20.29,-31.49,-56.57,-30.24,-28.35,45.67,16.09,22.91,38.61,-74.05
1249,Extra Space Storage,E1XR34,BM&FBovespa,Real Estate,Equity Real Estate Investment Trusts (REITs),206.87,0%,-,0.00,22.79,-7.87,1.87B,43.00,6.89,0.54,5.40,-,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Sell,0.00,-0.39,4.22,-34.50,-28.98,-,-30.13,2.61%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,329.3,196.12,-37.18,5.48,-5.6%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.18,5.78,-20.98,-74.05,-7.61,-8.46,38.33,35.29,52.93,43.20,-69.71
1250,Tractor Supply Co,T1SC34,BM&FBovespa,Consumer Discretionary,Specialty Retail,62.82,-2.67%,-,39.00,24.38,2.14,6.29B,9.01K,9.27,0.91,6.39,-,Strong Sell,Sell,Strong Buy,Sell,Strong Buy,-2.67,-2.67,-0.19,-15.35,-10.69,-,-12.80,1.13%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74.21,45.02,-15.35,39.54,2.54%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.06,2.19,3.43,68.74,2.99,18.80,56.16,74.86,59.12,64.38,-29.81
1251,Quest Diagnostics,Q1UE34,BM&FBovespa,Healthcare,Health Care Providers & Services,389,0%,-,0.00,14.02,5.74,10.46B,75.00,10.47,1.01,4.73,-,Neutral,Strong Buy,Strong Buy,Strong Buy,Strong Buy,0.00,0.36,5.65,-18.45,-12.87,-,-12.87,1.22%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,490.5,308.86,-20.69,25.95,5.27%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78.10,12.80,39.91,98.30,27.70,18.83,60.70,92.74,94.91,78.15,-3.37
1252,Dover,D1OV34,BM&FBovespa,Industrials,Machinery,346,0%,-,0.00,15.81,-22.18,8.39B,77.00,8.11,1.33,3.45,-,Neutral,Neutral,Neutral,Neutral,-,0.00,0.37,0.37,-32.55,-29.47,-,-29.47,1%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,518.44,306.62,-33.26,12.84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.78,14.10,-26.69,-15.51,0.00,-17.43,41.03,59.83,100.00,56.26,-55.25
1253,Leggett Platt,L1EG34,BM&FBovespa,Consumer Discretionary,Household Durables,183.24,0%,-,0.00,-,2.35,5.28B,41.00,2.66,-,6.37,-,Buy,Neutral,Buy,Sell,Sell,0.00,-6.55,10.01,-18.66,-22.49,-,-25.66,3.47%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,241.27,161.1,-24.05,13.74,11.59%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.35,5.38,1.64,42.05,3.78,13.74,51.05,79.11,50.59,62.49,-43.50
1254,Northern Trust,N1TR34,BM&FBovespa,Financial,Capital Markets,240.75,0%,-,0.00,11.48,18.73,5.17B,20.00,7.36,1.07,5.35,-,Sell,Strong Sell,Sell,Sell,Neutral,0.00,0.00,-7.11,-13.45,-13.45,-,-13.45,2.22%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,366.3,240.75,-34.28,0.00,-7.11%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83.83,16.44,-53.60,-98.75,-40.95,-13.45,45.06,25.98,0.00,29.12,-100.00
1255,Public Storage,P1SA34,BM&FBovespa,Real Estate,Equity Real Estate Investment Trusts (REITs),308.46,2.49%,-,451.00,11.93,-4.52,4.06B,712.00,24.76,0.39,5.57,-,Strong Sell,Strong Sell,Neutral,Strong Sell,Sell,2.49,-1.44,11.07,-26.21,-20.09,-,-20.09,1.81%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,422.78,275.09,-27.04,12.13,3.02%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.27,9.78,-7.53,15.10,1.31,2.99,46.34,57.37,81.94,46.98,-29.70
1256,Rollins,R1OL34,BM&FBovespa,Industrials,Commercial Services & Supplies,226,0%,-,0.00,59.87,2.28,2.09B,108.00,0.70,0.65,1.87,-,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,0.00,0.00,21.97,22.23,23.50,-,23.50,0.83%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,226,154.23,0.00,46.53,21.52%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36.28,12.92,67.53,157.15,38.71,10.26,63.12,52.21,100.00,75.66,0.00
1257,Ameriprise Financial,A1MP34,BM&FBovespa,Financial,Capital Markets,420.84,-0.08%,-,13.00,13.68,10.43,13.58B,92.00,24.54,1.47,4.50,-,Strong Sell,Strong Sell,Neutral,Strong Buy,Strong Buy,-0.08,-2.40,3.38,0.77,2.26,-,0.25,1.07%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,451.37,299.95,-6.76,40.30,7.45%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.88,5.77,-9.70,-111.79,-12.08,-1.67,52.13,17.75,0.00,25.82,-100.00
1258,Avery Dennison,A1VY34,BM&FBovespa,Materials,Containers & Packaging,429.6,0%,-,0.00,17.26,-12.17,6.74B,4.00,9.96,0.97,5.42,-,Strong Sell,Strong Sell,Strong Sell,Sell,Sell,0.00,0.47,0.47,-25.82,-29.71,-,-29.71,1.26%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,579.13,384.76,-25.82,11.65,-2.62%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80.99,18.88,-29.31,-87.55,-14.68,-5.81,45.24,53.99,40.32,42.38,-60.83
1259,Broadridge Financial Solutions,B1RF34,BM&FBovespa,Information Technology,IT Services,194.68,0%,-,0.00,32.14,-3.70,5.27B,309.00,4.46,0.94,2.60,-,Neutral,Neutral,Sell,Neutral,Sell,0.00,0.00,16.67,-19.64,-19.64,-,-18.71,1.34%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,242.27,166.33,-19.64,17.04,-1.6%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.65,12.12,-9.11,-7.04,-1.91,3.66,47.72,44.77,51.52,43.02,-51.43
1260,Eastman Chemical Co,E1MN34,BM&FBovespa,Materials,Chemicals,233.3,0%,-,0.00,9.06,-2.79,10.90B,4.00,9.23,1.48,5.55,-,Neutral,Strong Sell,Neutral,Neutral,Neutral,0.00,0.00,15.84,-22.84,-22.84,-,-22.84,2.38%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,334.89,197.69,-30.34,18.01,15.84%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.31,20.29,-31.49,-56.57,-30.24,-28.35,45.67,16.09,22.91,38.61,-74.05
